,task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours,task_type
2630,TASK_54008,URGENT: System failure requires immediate attention.,Critical,2025-07-05,user_97,Done,2025-05-29,10.02,10.75,Debugging
2631,TASK_88177,Code review required urgently for merge.,High,2025-07-24,user_3,To Do,2025-06-10,2.91,1.36,Meeting
2632,TASK_91279,Client report must be submitted by evening.,High,2025-07-24,user_77,Blocked,2025-06-11,14.08,12.64,Other
2633,TASK_59474,Improve UI consistency across all pages.,Low,2025-08-15,user_73,Blocked,2025-06-06,2.72,6.54,Development
2634,TASK_67995,Organize code comments and improve readability.,Low,2025-08-04,,In Progress,2025-05-21,3.43,3.28,Other
2635,TASK_64823,Update user avatars with new icons.,Low,2025-07-14,user_55,Done,2025-06-02,8.64,10.32,Other
2636,TASK_86493,Immediate action required: Payment system down.,,2025-07-07,user_44,Blocked,2025-05-30,10.46,12.55,Development
2637,TASK_14636,Immediate action required: Payment system down.,Critical,2025-06-24,user_74,Done,2025-06-10,12.35,13.3,Development
2638,TASK_43620,Code review required urgently for merge.,High,2025-08-02,user_37,In Progress,2025-06-08,6.72,5.43,Meeting
2639,TASK_85881,Coordinate with design team on layout feedback.,Medium,2025-07-14,user_21,To Do,2025-06-16,15.22,13.31,Development
2640,TASK_43636,Critical bug in production impacting all users.,Critical,2025-07-24,user_83,To Do,2025-06-16,12.15,14.6,Debugging
2641,TASK_13499,High priority task: Resolve server outage now.,Critical,2025-07-20,user_16,In Progress,2025-06-18,7.8,8.95,Support
2642,TASK_19832,Enhance logging for future debugging.,Low,2025-06-23,user_73,Blocked,2025-06-15,14.19,12.31,Debugging
2643,TASK_28851,Database optimization needed before backup.,High,2025-07-23,user_48,Blocked,2025-06-18,14.76,15.76,Other
2644,TASK_15512,Prepare for upcoming product launch this week.,High,2025-06-27,user_73,In Progress,2025-05-25,12.35,14.68,Other
2645,TASK_11510,Clean up old branches from repository.,Low,2025-06-26,user_30,In Progress,2025-06-18,7.8,6.8,Other
2646,TASK_53449,Coordinate with design team on layout feedback.,Medium,2025-06-20,user_44,Blocked,2025-06-07,9.23,8.38,Development
2647,TASK_81980,Immediate action required: Payment system down.,Critical,2025-07-11,user_40,Blocked,2025-05-30,5.64,8.93,Development
2648,TASK_79922,Task needs completion before end of the day.,High,2025-08-06,user_10,Blocked,2025-05-25,13.94,17.81,Other
2649,TASK_97959,URGENT: System failure requires immediate attention.,Critical,2025-07-16,user_94,Blocked,2025-06-12,6.95,8.48,Debugging
2650,TASK_92646,Schedule meeting with stakeholders next week.,Medium,2025-07-04,user_12,Blocked,2025-06-08,4.58,8.38,Meeting
2651,TASK_22905,Update user avatars with new icons.,,2025-07-30,user_10,To Do,2025-05-30,9.59,9.57,Other
2652,TASK_31943,Clean up old branches from repository.,Low,2025-07-08,user_78,In Progress,2025-05-26,2.17,3.23,Other
2653,TASK_45794,Improve UI consistency across all pages.,Low,2025-06-26,user_86,To Do,2025-05-22,11.9,11.51,Development
2654,TASK_14815,Enhance logging for future debugging.,Low,2025-07-31,user_71,To Do,2025-06-03,13.91,13.42,Debugging
2655,TASK_38244,Coordinate with design team on layout feedback.,Medium,2025-07-20,user_43,Done,2025-06-07,8.73,11.63,Development
2656,TASK_83494,Code review required urgently for merge.,High,2025-08-06,user_94,Blocked,2025-06-18,6.79,8.12,Meeting
2657,TASK_66389,Update user avatars with new icons.,Low,2025-06-30,user_21,In Progress,2025-06-15,12.2,15.15,Other
2658,TASK_97427,Organize code comments and improve readability.,Low,2025-07-05,user_22,In Progress,2025-06-04,10.08,10.03,Other
2659,TASK_75828,Database optimization needed before backup.,High,2025-08-04,user_3,Done,2025-05-29,4.63,4.08,Other
2660,TASK_70163,Update user avatars with new icons.,,2025-07-07,user_87,In Progress,2025-06-05,7.1,6.48,Other
2661,TASK_90730,Improve UI consistency across all pages.,,2025-06-19,,Blocked,2025-06-16,12.71,11.98,Development
2662,TASK_58535,Prepare for upcoming product launch this week.,High,2025-07-12,,Done,2025-06-10,7.68,10.93,Other
2663,TASK_62136,Enhance logging for future debugging.,Low,2025-08-05,user_29,Done,2025-06-09,3.73,6.14,Debugging
2664,TASK_51632,URGENT: System failure requires immediate attention.,Critical,2025-07-26,user_98,Blocked,2025-06-10,11.87,12.8,Debugging
2665,TASK_64407,Critical bug in production impacting all users.,Critical,2025-07-04,user_42,Blocked,2025-05-22,12.95,16.78,Debugging
2666,TASK_94521,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-20,,To Do,2025-06-06,14.17,16.85,Debugging
2667,TASK_12750,Update user avatars with new icons.,Low,2025-07-15,user_89,Blocked,2025-06-12,9.36,13.2,Other
2668,TASK_77231,Improve UI consistency across all pages.,Low,2025-08-08,,Blocked,2025-05-27,7.47,11.13,Development
2669,TASK_22496,Clean up old branches from repository.,Low,2025-07-14,user_26,Blocked,2025-06-06,10.44,13.21,Other
2670,TASK_56100,URGENT: System failure requires immediate attention.,Critical,2025-06-28,user_73,Done,2025-05-23,3.54,4.3,Debugging
2671,TASK_48724,Improve UI consistency across all pages.,Low,2025-06-21,user_92,Blocked,2025-06-15,2.59,3.59,Development
2672,TASK_12286,High priority task: Resolve server outage now.,Critical,2025-06-22,user_95,In Progress,2025-06-18,4.39,4.49,Support
2673,TASK_66469,Code review required urgently for merge.,High,2025-08-16,user_76,Done,2025-05-27,2.13,3.37,Meeting
2674,TASK_92996,High priority task: Resolve server outage now.,Critical,2025-06-21,user_6,Done,2025-05-26,3.79,5.37,Support
2675,TASK_15040,Coordinate with design team on layout feedback.,Medium,2025-07-13,user_51,To Do,2025-05-29,10.25,12.12,Development
2676,TASK_18896,Enhance logging for future debugging.,,2025-07-13,user_40,Done,2025-05-20,15.03,15.82,Debugging
2677,TASK_31198,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-20,user_15,In Progress,2025-06-16,14.84,17.18,Debugging
2678,TASK_92551,Organize code comments and improve readability.,Low,2025-07-09,user_87,To Do,2025-06-04,14.77,16.83,Other
2679,TASK_84155,Task needs completion before end of the day.,High,2025-08-08,user_11,In Progress,2025-05-20,8.26,9.34,Other
2680,TASK_71865,Task needs completion before end of the day.,High,2025-06-24,user_77,In Progress,2025-06-04,9.19,8.01,Other
2681,TASK_68856,Refactor legacy module as per guidelines.,Medium,2025-08-09,user_4,Blocked,2025-06-13,8.56,6.95,Development
2682,TASK_11036,Prepare for upcoming product launch this week.,High,2025-08-14,user_60,Blocked,2025-05-24,5.4,8.1,Other
2683,TASK_43178,Improve UI consistency across all pages.,Low,2025-06-30,user_53,Blocked,2025-06-17,10.5,9.27,Development
2684,TASK_50957,Prepare for upcoming product launch this week.,High,2025-08-08,user_7,Done,2025-06-15,13.85,15.11,Other
2685,TASK_58715,Coordinate with design team on layout feedback.,Medium,2025-08-04,,Done,2025-05-26,6.65,7.37,Development
2686,TASK_96664,Conduct mid-cycle review of project progress.,Medium,2025-08-14,user_71,Blocked,2025-05-27,3.98,1.98,Meeting
2687,TASK_85041,Clean up old branches from repository.,Low,2025-06-25,user_62,Done,2025-05-27,14.32,17.13,Other
2688,TASK_92194,Complete documentation for current sprint.,Medium,2025-08-06,user_82,Blocked,2025-06-15,8.71,8.32,Documentation
2689,TASK_92901,Task needs completion before end of the day.,High,2025-07-21,user_70,In Progress,2025-05-29,11.68,12.29,Other
2690,TASK_80372,Prepare for upcoming product launch this week.,High,2025-08-05,user_37,In Progress,2025-06-06,9.39,12.39,Other
2691,TASK_41871,Prepare for upcoming product launch this week.,High,2025-07-27,user_32,In Progress,2025-06-09,2.5,6.08,Other
2692,TASK_93033,Code review required urgently for merge.,High,2025-07-26,user_13,To Do,2025-05-25,14.64,15.08,Meeting
2693,TASK_97810,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-25,,Blocked,2025-05-24,4.05,8.03,Debugging
2694,TASK_76747,Client report must be submitted by evening.,High,2025-07-16,user_30,In Progress,2025-05-24,8.4,11.67,Other
2695,TASK_33442,Database optimization needed before backup.,High,2025-06-29,user_93,Blocked,2025-05-22,15.16,16.79,Other
2696,TASK_64286,Organize code comments and improve readability.,Low,2025-07-08,user_14,In Progress,2025-05-29,14.05,14.46,Other
2697,TASK_98960,Task needs completion before end of the day.,High,2025-06-27,user_65,In Progress,2025-05-22,7.76,11.2,Other
2698,TASK_79442,URGENT: System failure requires immediate attention.,Critical,2025-07-29,user_57,To Do,2025-06-02,9.02,11.62,Debugging
2699,TASK_59503,Task needs completion before end of the day.,High,2025-08-02,user_36,Blocked,2025-05-28,11.44,10.08,Other
2700,TASK_35399,Coordinate with design team on layout feedback.,Medium,2025-07-09,user_94,Done,2025-06-10,8.45,6.87,Development
2701,TASK_84486,Organize code comments and improve readability.,Low,2025-08-05,user_63,Done,2025-05-29,4.75,8.06,Other
2702,TASK_89522,Prepare for upcoming product launch this week.,High,2025-08-08,user_16,To Do,2025-05-27,14.46,15.34,Other
2703,TASK_92136,Enhance logging for future debugging.,Low,2025-06-22,user_19,To Do,2025-06-16,11.66,14.38,Debugging
2704,TASK_85043,Complete documentation for current sprint.,Medium,2025-08-12,user_10,In Progress,2025-06-15,13.66,12.21,Documentation
2705,TASK_92424,Immediate action required: Payment system down.,Critical,2025-07-29,user_79,Blocked,2025-05-31,2.21,2.65,Development
2706,TASK_85625,Prepare for upcoming product launch this week.,High,2025-06-19,user_52,In Progress,2025-06-03,11.52,10.83,Other
2707,TASK_55867,Schedule meeting with stakeholders next week.,Medium,2025-06-23,user_39,In Progress,2025-05-24,7.06,6.85,Meeting
2708,TASK_17993,Critical bug in production impacting all users.,Critical,2025-06-28,user_1,In Progress,2025-06-10,8.02,6.81,Debugging
2709,TASK_54577,Update user avatars with new icons.,Low,2025-08-08,user_82,To Do,2025-06-14,8.14,11.35,Other
2710,TASK_12398,Prepare for upcoming product launch this week.,High,2025-07-05,user_40,Blocked,2025-06-06,10.45,10.09,Other
2711,TASK_99189,Enhance logging for future debugging.,Low,2025-06-23,user_46,Blocked,2025-05-22,12.01,11.84,Debugging
2712,TASK_14441,High priority task: Resolve server outage now.,Critical,2025-07-24,user_34,Done,2025-05-31,5.16,7.15,Support
2713,TASK_13443,Client report must be submitted by evening.,,2025-06-22,user_95,To Do,2025-05-21,9.09,7.13,Other
2714,TASK_85826,Client report must be submitted by evening.,High,2025-06-23,user_40,In Progress,2025-05-23,11.6,10.35,Other
2715,TASK_91494,Prepare for upcoming product launch this week.,High,2025-07-14,user_98,To Do,2025-05-23,15.65,14.44,Other
2716,TASK_48302,Update user avatars with new icons.,Low,2025-07-27,user_8,To Do,2025-06-18,13.04,16.41,Other
2717,TASK_10987,Task needs completion before end of the day.,High,2025-08-05,user_44,Blocked,2025-06-17,3.23,4.01,Other
2718,TASK_17515,Improve UI consistency across all pages.,Low,2025-08-03,user_72,In Progress,2025-06-05,7.15,11.09,Development
2719,TASK_23854,Immediate action required: Payment system down.,Critical,2025-07-21,user_29,Done,2025-06-01,6.55,4.7,Development
2720,TASK_42043,Refactor legacy module as per guidelines.,Medium,2025-06-29,user_29,Done,2025-05-24,12.0,12.38,Development
2721,TASK_58044,Enhance logging for future debugging.,Low,2025-06-24,user_28,In Progress,2025-06-05,15.2,18.89,Debugging
2722,TASK_22808,Client report must be submitted by evening.,High,2025-08-02,,Done,2025-06-18,6.49,5.52,Other
2723,TASK_67310,Enhance logging for future debugging.,Low,2025-08-13,user_91,Blocked,2025-05-28,12.6,11.92,Debugging
2724,TASK_86250,Refactor legacy module as per guidelines.,Medium,2025-07-02,user_10,In Progress,2025-06-13,15.34,17.65,Development
2725,TASK_30364,Database optimization needed before backup.,High,2025-07-13,user_20,In Progress,2025-06-03,6.87,5.54,Other
2726,TASK_76223,Task needs completion before end of the day.,High,2025-08-15,user_95,Blocked,2025-05-30,2.1,2.38,Other
2727,TASK_48264,Schedule meeting with stakeholders next week.,Medium,2025-07-19,user_49,In Progress,2025-06-07,8.51,9.19,Meeting
2728,TASK_85620,High priority task: Resolve server outage now.,Critical,2025-06-24,user_33,Done,2025-06-14,6.13,6.49,Support
2729,TASK_26118,Improve UI consistency across all pages.,Low,2025-07-16,user_77,To Do,2025-06-12,9.94,9.26,Development
2730,TASK_65496,URGENT: System failure requires immediate attention.,Critical,2025-06-29,user_4,To Do,2025-05-27,14.05,17.74,Debugging
2731,TASK_81671,Update user avatars with new icons.,Low,2025-06-20,user_6,Blocked,2025-06-16,9.58,10.18,Other
2732,TASK_75104,Organize code comments and improve readability.,Low,2025-06-26,,In Progress,2025-05-24,9.29,10.02,Other
2733,TASK_29669,Improve UI consistency across all pages.,Low,2025-07-14,user_19,In Progress,2025-05-22,11.0,14.49,Development
2734,TASK_57424,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-15,user_26,Blocked,2025-05-29,4.14,6.71,Debugging
2735,TASK_80464,Schedule meeting with stakeholders next week.,Medium,2025-06-28,user_57,To Do,2025-05-31,2.9,3.36,Meeting
2736,TASK_71111,Clean up old branches from repository.,Low,2025-07-19,user_65,Blocked,2025-05-30,8.21,6.5,Other
2737,TASK_21591,Conduct mid-cycle review of project progress.,Medium,2025-08-02,user_30,To Do,2025-05-27,7.63,11.27,Meeting
2738,TASK_26855,Task needs completion before end of the day.,High,2025-07-23,user_91,Done,2025-06-08,4.57,7.87,Other
2739,TASK_31551,Code review required urgently for merge.,High,2025-06-22,user_62,Done,2025-06-08,15.57,15.68,Meeting
2740,TASK_94995,Client report must be submitted by evening.,High,2025-08-14,user_33,To Do,2025-05-25,7.18,9.28,Other
2741,TASK_91212,Database optimization needed before backup.,High,2025-07-17,user_92,Blocked,2025-05-25,6.35,9.3,Other
2742,TASK_48360,Complete documentation for current sprint.,,2025-06-30,user_88,In Progress,2025-06-11,11.62,14.06,Documentation
2743,TASK_39859,Improve UI consistency across all pages.,Low,2025-06-26,user_92,To Do,2025-05-26,13.52,13.61,Development
2744,TASK_34830,Critical bug in production impacting all users.,Critical,2025-08-13,user_14,Done,2025-05-26,9.16,12.56,Debugging
2745,TASK_30410,Schedule meeting with stakeholders next week.,Medium,2025-07-21,user_30,Done,2025-06-07,5.16,7.31,Meeting
2746,TASK_56658,Improve UI consistency across all pages.,Low,2025-07-29,user_82,To Do,2025-06-11,3.08,6.8,Development
2747,TASK_31872,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-24,user_7,Blocked,2025-06-05,8.11,11.54,Debugging
2748,TASK_47297,Organize code comments and improve readability.,Low,2025-07-05,user_69,In Progress,2025-05-31,7.45,5.6,Other
2749,TASK_70377,Update user avatars with new icons.,Low,2025-07-27,user_94,To Do,2025-05-22,8.09,10.28,Other
2750,TASK_22149,Task needs completion before end of the day.,High,2025-07-19,user_90,In Progress,2025-06-18,6.75,7.16,Other
2751,TASK_73137,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-24,user_51,In Progress,2025-05-20,14.85,14.27,Debugging
2752,TASK_52845,URGENT: System failure requires immediate attention.,Critical,2025-06-24,user_48,Done,2025-06-07,12.88,14.99,Debugging
2753,TASK_44989,Enhance logging for future debugging.,Low,2025-06-23,user_53,Done,2025-06-17,13.44,14.52,Debugging
2754,TASK_99828,Update user avatars with new icons.,Low,2025-06-21,user_38,Done,2025-06-15,3.4,2.44,Other
2755,TASK_95916,Update user avatars with new icons.,Low,2025-07-04,user_81,To Do,2025-06-04,11.43,11.6,Other
2756,TASK_48421,Conduct mid-cycle review of project progress.,Medium,2025-06-26,user_48,In Progress,2025-06-03,14.53,12.9,Meeting
2757,TASK_12855,Enhance logging for future debugging.,Low,2025-06-26,,Done,2025-06-04,8.5,8.99,Debugging
2758,TASK_94793,URGENT: System failure requires immediate attention.,Critical,2025-08-13,user_18,Blocked,2025-06-17,9.74,8.19,Debugging
2759,TASK_31317,Database optimization needed before backup.,High,2025-07-30,user_3,Done,2025-06-01,8.51,11.32,Other
2760,TASK_12226,Clean up old branches from repository.,Low,2025-08-08,user_95,In Progress,2025-06-10,6.21,7.47,Other
2761,TASK_95081,URGENT: System failure requires immediate attention.,Critical,2025-07-13,user_24,Done,2025-05-28,4.09,5.53,Debugging
2762,TASK_51978,Prepare for upcoming product launch this week.,High,2025-08-07,user_94,Blocked,2025-06-15,13.12,13.68,Other
2763,TASK_22922,Schedule meeting with stakeholders next week.,Medium,2025-07-17,user_12,In Progress,2025-06-08,5.25,4.35,Meeting
2764,TASK_78869,URGENT: System failure requires immediate attention.,Critical,2025-06-23,user_11,To Do,2025-06-17,3.41,7.22,Debugging
2765,TASK_54731,Clean up old branches from repository.,Low,2025-07-16,user_87,To Do,2025-05-24,8.03,9.69,Other
2766,TASK_90251,Complete documentation for current sprint.,,2025-07-16,user_66,Done,2025-06-18,7.04,5.26,Documentation
2767,TASK_20246,Task needs completion before end of the day.,High,2025-08-11,user_69,To Do,2025-05-28,11.13,9.74,Other
2768,TASK_63451,Update user avatars with new icons.,Low,2025-08-13,user_32,In Progress,2025-06-14,10.04,12.35,Other
2769,TASK_37879,Database optimization needed before backup.,High,2025-07-06,user_67,In Progress,2025-05-26,8.82,11.21,Other
2770,TASK_56453,Organize code comments and improve readability.,Low,2025-07-29,user_30,To Do,2025-05-22,8.97,10.66,Other
2771,TASK_91735,Refactor legacy module as per guidelines.,Medium,2025-06-28,user_69,To Do,2025-05-29,10.67,12.73,Development
2772,TASK_24621,Database optimization needed before backup.,High,2025-07-10,user_40,In Progress,2025-06-03,15.27,17.93,Other
2773,TASK_42451,Conduct mid-cycle review of project progress.,Medium,2025-07-24,user_27,Done,2025-05-28,13.91,13.47,Meeting
2774,TASK_90653,Coordinate with design team on layout feedback.,Medium,2025-07-30,user_11,Done,2025-06-16,3.2,1.85,Development
2775,TASK_93754,Schedule meeting with stakeholders next week.,Medium,2025-07-05,user_32,Done,2025-06-01,2.36,3.92,Meeting
2776,TASK_57153,Prepare for upcoming product launch this week.,High,2025-07-09,user_10,To Do,2025-05-25,10.73,12.93,Other
2777,TASK_94542,Critical bug in production impacting all users.,Critical,2025-06-30,user_28,Blocked,2025-06-18,9.66,8.1,Debugging
2778,TASK_47102,Critical bug in production impacting all users.,Critical,2025-07-25,user_6,Blocked,2025-06-11,14.75,15.14,Debugging
2779,TASK_58386,Client report must be submitted by evening.,High,2025-07-18,user_79,To Do,2025-05-27,4.62,4.69,Other
2780,TASK_96263,Refactor legacy module as per guidelines.,,2025-08-17,user_72,To Do,2025-05-24,13.43,14.73,Development
2781,TASK_51381,Critical bug in production impacting all users.,Critical,2025-08-13,user_20,Done,2025-06-03,8.91,9.02,Debugging
2782,TASK_10296,Database optimization needed before backup.,,2025-07-27,user_16,Blocked,2025-05-23,7.33,9.5,Other
2783,TASK_50429,Database optimization needed before backup.,High,2025-08-10,user_60,To Do,2025-06-16,5.77,6.31,Other
2784,TASK_75463,Update user avatars with new icons.,,2025-08-06,user_17,In Progress,2025-06-16,12.42,13.43,Other
2785,TASK_67483,Critical bug in production impacting all users.,Critical,2025-07-18,user_63,To Do,2025-06-04,11.11,13.56,Debugging
2786,TASK_90285,High priority task: Resolve server outage now.,,2025-07-23,user_24,To Do,2025-06-12,14.7,17.55,Support
2787,TASK_60889,URGENT: System failure requires immediate attention.,Critical,2025-06-29,user_60,Blocked,2025-05-30,12.66,16.06,Debugging
2788,TASK_32997,Organize code comments and improve readability.,Low,2025-07-02,,Done,2025-06-04,7.82,7.58,Other
2789,TASK_94536,Conduct mid-cycle review of project progress.,Medium,2025-07-07,user_76,To Do,2025-06-03,13.13,12.38,Meeting
2790,TASK_91912,Database optimization needed before backup.,High,2025-08-02,user_7,Done,2025-06-12,6.21,6.17,Other
2791,TASK_17671,Complete documentation for current sprint.,Medium,2025-08-12,user_31,In Progress,2025-06-15,2.47,1.83,Documentation
2792,TASK_88060,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-05,user_4,Blocked,2025-06-01,14.89,16.15,Debugging
2793,TASK_35665,Clean up old branches from repository.,Low,2025-07-13,user_13,To Do,2025-06-08,11.17,13.28,Other
2794,TASK_48236,Enhance logging for future debugging.,Low,2025-06-26,user_32,To Do,2025-05-20,15.31,18.57,Debugging
2795,TASK_52950,Improve UI consistency across all pages.,Low,2025-06-19,user_64,Blocked,2025-05-31,7.06,7.52,Development
2796,TASK_14018,High priority task: Resolve server outage now.,Critical,2025-08-03,user_28,Blocked,2025-06-03,13.03,12.94,Support
2797,TASK_96655,Conduct mid-cycle review of project progress.,Medium,2025-07-11,user_65,Blocked,2025-05-31,2.35,5.75,Meeting
2798,TASK_62356,Task needs completion before end of the day.,High,2025-07-29,user_56,In Progress,2025-05-26,11.6,10.8,Other
2799,TASK_78769,Client report must be submitted by evening.,High,2025-08-13,user_37,To Do,2025-06-03,5.77,8.22,Other
2800,TASK_33809,Client report must be submitted by evening.,High,2025-07-14,user_18,In Progress,2025-06-10,3.78,3.23,Other
2801,TASK_15750,Coordinate with design team on layout feedback.,Medium,2025-06-22,user_89,To Do,2025-06-05,12.28,15.17,Development
2802,TASK_27056,URGENT: System failure requires immediate attention.,Critical,2025-08-02,user_40,Done,2025-06-18,2.88,3.48,Debugging
2803,TASK_53321,Code review required urgently for merge.,High,2025-06-20,user_100,Blocked,2025-06-14,14.53,13.08,Meeting
2804,TASK_77667,Organize code comments and improve readability.,Low,2025-07-17,user_49,Done,2025-06-08,9.15,7.54,Other
2805,TASK_82820,Coordinate with design team on layout feedback.,Medium,2025-07-30,user_29,To Do,2025-06-01,8.28,6.83,Development
2806,TASK_66647,Clean up old branches from repository.,Low,2025-07-25,user_69,In Progress,2025-05-31,2.66,3.6,Other
2807,TASK_23029,Improve UI consistency across all pages.,,2025-07-06,user_94,Blocked,2025-05-23,7.22,10.21,Development
2808,TASK_64450,Immediate action required: Payment system down.,Critical,2025-07-26,user_33,In Progress,2025-06-16,11.35,14.58,Development
2809,TASK_18236,URGENT: System failure requires immediate attention.,Critical,2025-07-10,,Blocked,2025-06-14,13.25,15.85,Debugging
2810,TASK_73221,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-02,user_43,Done,2025-06-05,7.2,7.29,Debugging
2811,TASK_12180,High priority task: Resolve server outage now.,Critical,2025-08-01,user_30,Done,2025-06-12,15.47,13.48,Support
2812,TASK_91382,Improve UI consistency across all pages.,Low,2025-08-15,user_52,To Do,2025-06-01,5.05,4.27,Development
2813,TASK_92772,Conduct mid-cycle review of project progress.,Medium,2025-07-25,user_12,Blocked,2025-06-08,3.94,6.05,Meeting
2814,TASK_38790,High priority task: Resolve server outage now.,Critical,2025-08-14,user_90,To Do,2025-06-10,7.45,10.19,Support
2815,TASK_97625,Coordinate with design team on layout feedback.,Medium,2025-06-26,user_4,Blocked,2025-05-24,6.77,10.59,Development
2816,TASK_80824,URGENT: System failure requires immediate attention.,Critical,2025-07-23,user_60,Done,2025-06-10,3.57,3.42,Debugging
2817,TASK_49539,Database optimization needed before backup.,High,2025-06-22,user_30,In Progress,2025-05-26,2.56,1.76,Other
2818,TASK_75379,Organize code comments and improve readability.,Low,2025-08-17,user_34,Done,2025-05-25,14.11,17.79,Other
2819,TASK_24809,Complete documentation for current sprint.,Medium,2025-07-10,user_9,Done,2025-06-07,4.72,6.96,Documentation
2820,TASK_10185,Improve UI consistency across all pages.,Low,2025-06-22,user_97,Done,2025-06-18,5.26,8.48,Development
2821,TASK_50377,Improve UI consistency across all pages.,Low,2025-06-27,user_5,Done,2025-06-18,4.99,3.99,Development
2822,TASK_24611,Task needs completion before end of the day.,High,2025-06-29,user_70,To Do,2025-06-01,4.04,2.12,Other
2823,TASK_10146,Prepare for upcoming product launch this week.,High,2025-07-07,user_44,To Do,2025-05-26,3.75,4.72,Other
2824,TASK_15026,Organize code comments and improve readability.,Low,2025-07-31,user_30,Done,2025-06-13,11.39,10.17,Other
2825,TASK_87802,Code review required urgently for merge.,High,2025-07-29,user_71,In Progress,2025-06-14,2.08,3.61,Meeting
2826,TASK_62142,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-18,user_75,To Do,2025-06-02,13.93,12.49,Debugging
2827,TASK_84756,High priority task: Resolve server outage now.,,2025-08-04,user_73,Done,2025-06-01,9.66,8.76,Support
2828,TASK_15589,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-02,user_38,In Progress,2025-06-01,8.55,6.7,Debugging
2829,TASK_47638,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-23,user_81,To Do,2025-06-18,14.87,16.61,Debugging
2830,TASK_98083,Enhance logging for future debugging.,Low,2025-07-02,user_50,Blocked,2025-05-23,11.19,14.65,Debugging
2831,TASK_55198,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-16,user_5,In Progress,2025-06-08,9.7,9.24,Debugging
2832,TASK_89250,Coordinate with design team on layout feedback.,Medium,2025-07-01,user_70,Blocked,2025-06-09,9.94,12.7,Development
2833,TASK_57434,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-04,user_48,To Do,2025-06-13,13.19,15.55,Debugging
2834,TASK_89960,Code review required urgently for merge.,High,2025-08-03,user_16,To Do,2025-05-27,3.66,7.28,Meeting
2835,TASK_25435,Task needs completion before end of the day.,High,2025-08-17,user_89,Blocked,2025-05-26,14.31,17.67,Other
2836,TASK_12017,Database optimization needed before backup.,High,2025-07-07,user_15,To Do,2025-06-12,6.16,7.47,Other
2837,TASK_58229,Complete documentation for current sprint.,Medium,2025-07-29,user_97,To Do,2025-06-10,12.14,15.47,Documentation
2838,TASK_85775,Refactor legacy module as per guidelines.,Medium,2025-07-17,user_60,Blocked,2025-06-06,7.76,9.85,Development
2839,TASK_58614,Client report must be submitted by evening.,High,2025-08-14,user_59,In Progress,2025-05-31,11.46,11.65,Other
2840,TASK_86428,Code review required urgently for merge.,High,2025-07-17,user_52,To Do,2025-06-02,8.94,9.88,Meeting
2841,TASK_84010,Clean up old branches from repository.,Low,2025-07-09,user_2,Done,2025-05-20,5.42,7.95,Other
2842,TASK_47650,URGENT: System failure requires immediate attention.,Critical,2025-08-10,user_21,Blocked,2025-05-29,9.41,9.46,Debugging
2843,TASK_72314,Organize code comments and improve readability.,Low,2025-08-01,user_16,To Do,2025-06-12,8.71,12.01,Other
2844,TASK_80832,High priority task: Resolve server outage now.,Critical,2025-06-19,user_35,In Progress,2025-05-26,8.36,7.58,Support
2845,TASK_64457,Schedule meeting with stakeholders next week.,Medium,2025-07-11,user_24,Blocked,2025-05-20,14.62,14.89,Meeting
2846,TASK_61911,Improve UI consistency across all pages.,Low,2025-07-06,user_78,Done,2025-05-24,2.56,6.42,Development
2847,TASK_67935,Conduct mid-cycle review of project progress.,Medium,2025-07-15,user_63,In Progress,2025-05-27,2.55,4.13,Meeting
2848,TASK_23706,URGENT: System failure requires immediate attention.,Critical,2025-06-25,user_95,Done,2025-06-02,13.15,15.91,Debugging
2849,TASK_48437,Update user avatars with new icons.,Low,2025-06-20,user_32,Blocked,2025-06-15,10.69,14.39,Other
2850,TASK_23882,Update user avatars with new icons.,Low,2025-06-29,user_15,To Do,2025-06-11,5.82,5.4,Other
2851,TASK_63999,Code review required urgently for merge.,,2025-07-30,user_16,Done,2025-06-07,15.42,14.98,Meeting
2852,TASK_29431,Immediate action required: Payment system down.,Critical,2025-08-06,user_79,Done,2025-05-30,11.67,13.61,Development
2853,TASK_49268,Enhance logging for future debugging.,Low,2025-07-03,user_28,In Progress,2025-06-16,7.82,11.54,Debugging
2854,TASK_82272,Critical bug in production impacting all users.,Critical,2025-07-16,user_86,To Do,2025-05-24,2.53,2.61,Debugging
2855,TASK_61432,Schedule meeting with stakeholders next week.,,2025-07-26,user_83,Blocked,2025-05-23,6.33,8.15,Meeting
2856,TASK_56788,Coordinate with design team on layout feedback.,Medium,2025-07-03,user_35,Blocked,2025-05-28,2.03,3.6,Development
